accel_abs_mean,avg_speed_px_s,click_count,covered_area_px2,curvature_mean,duration_sec,event_count,interval_std_ms,intevral_mean_ms,label,mouse_move_count,regularity,scroll_amount,session_id,stop_ratio,total_distance_px
11809.962378,654.2954,8,867280.0,0.000416,171.1,10267,3.3278,16.8505,0,10154,0.8025,15444,dpo8vpnhg6ca53pj9di78t9513,0.0,111949.94
658.669373,68.3186,17,461964.0,0.054294,85.35,5122,0.9317,16.7189,0,5105,0.9443,0,eoj0v25cg7p78ojpr26s9tea94,0.0037,5830.99
2245.061195,104.2526,12,699556.0,1e-06,54.15,3250,0.9699,16.7233,0,3238,0.942,0,fsjvbae9a6rr1ka25ldsvbdtuu,0.0043,5645.28
1053.146986,69.8836,10,157320.0,0.034976,33.7167,2024,1.1119,16.7412,0,2014,0.9336,0,h9gaeo351pqnmpu055ot9s5mtd,0.005,2356.24
9884.601387,535.0332,11,844675.0,0.000453,169.9,10195,3.9487,16.8568,0,10079,0.7658,11122,g2gh9qmk9krld14h5uojlg7g10,0.0,90902.14
10755.843251,428.8585,11,962800.0,0.000121,103.0667,6185,7.9679,17.1066,0,6025,0.5342,33083,gq715ms79515gcq39vf91mli6t,0.0,44201.02
8212.402615,360.6951,18,949390.0,0.000379,147.15,8830,7.0057,17.0727,0,8620,0.5897,19283,hrbko2t4t14q3pahqltndlolb5,0.0,53076.28
10877.093457,445.0129,11,1016177.0,0.000339,110.3,6619,9.4543,17.2614,0,6390,0.4523,31962,gh9s7753br49h4c8g669fucshp,0.0,49084.92
604.952938,68.887,15,562912.0,1.5e-05,104.1167,6248,0.8696,16.7068,0,6232,0.9479,508,heooocaj90nj4usab96vr0t8bo,0.0022,7172.29
11673.463699,566.3221,9,648071.0,9.7e-05,186.4667,11189,7.2827,16.9747,0,10985,0.571,34018,hujnm9166tof0hmoeid55a996n,0.0,105600.2
12228.24495,650.3747,13,938240.0,0.000427,240.7333,14445,5.7591,16.9614,0,14193,0.6605,33566,i49goovgc8d214dbipv8o6504l,0.0,156566.87
11103.658616,576.145,10,1093848.0,0.000556,139.15,8350,4.4824,16.9077,0,8231,0.7349,13404,igbeqcjnbst8afmoi4sg6tn669,0.0,80170.58
732.054213,66.9276,11,379236.0,0.018292,42.7,2563,1.0415,16.732,0,2552,0.9378,0,l281lufhl0p948rr5o7mq7rhoi,0.0047,2857.81
624.29295,67.3101,12,546156.0,0.000159,58.4667,3509,0.9749,16.7239,0,3496,0.9417,196,kd4h7t2e50hpl0uv1pdbcsoe4n,0.0031,3935.4
712.443549,66.2484,11,427680.0,0.312014,66.4,3985,0.8351,16.7086,0,3974,0.95,0,lbpk1okd4btot9vqfjpsv2vl9n,0.0038,4398.89
3154.408802,125.6471,16,602939.0,1e-06,38.4667,2309,1.3439,16.7757,0,2293,0.9199,0,jfmilo33fin84baeh3k6bcnh3v,0.0065,4833.22
775.371675,67.6663,11,599240.0,0.128977,87.3,5239,0.7283,16.6986,0,5228,0.9564,0,m1e1mgb7hbmqovglk2rp4f7en9,0.0029,5907.27
10364.171157,508.8475,11,1014109.0,0.000139,105.9167,6356,6.1479,16.8282,0,6295,0.6347,4877,k5pg7u2907cb9nk61dd8i15fm2,0.0,53895.43
10229.716558,538.4725,13,1063816.0,0.000582,224.3833,13464,6.7854,16.9782,0,13216,0.6003,49107,kaodsjbnqm7umgfvao63d3rihb,0.0,120824.26
9583.75255,487.4859,11,897209.0,0.000462,192.1667,11531,8.0426,17.0361,0,11280,0.5279,45110,kpedbnklnbmle61jm27kmfnkoh,0.0,93678.54
437.93975,64.156,10,412074.0,0.033589,69.0333,4143,0.777,16.703,0,4133,0.9535,0,ntq39vmdijl66047lvvr8qeuh8,0.0024,4428.9
14252.331325,675.5323,13,1025154.0,9.4e-05,163.5667,9815,2.4883,16.7349,0,9774,0.8513,579,mlrcehe439iiene6e485tni66i,0.0,110494.56
491.572996,65.7329,11,491556.0,0.025584,52.8667,3173,0.9359,16.7194,0,3162,0.944,0,os9be9s5er1ud8569gm26htp0j,0.0032,3475.08
13546.948909,790.5977,11,778906.0,0.000398,139.6,8377,1.7203,16.7688,0,8325,0.8974,4316,nkoa2dl20gbqn2vrse8rol2vr6,0.0,110367.44
9089.540645,444.9009,10,929244.0,0.000419,168.1333,10089,14.2847,17.2232,0,9763,0.1706,101098,nvmlnfhs5v6hehsd81e9mf75cn,0.0001,74802.67
13434.561241,646.4579,13,995466.0,0.000258,128.1167,7688,5.8282,16.9624,0,7554,0.6564,13402,p9rb949jj3aci28mne75opl41i,0.0,82822.04
12246.816085,679.7837,13,823760.0,0.000383,171.2833,10278,2.9848,16.7646,0,10217,0.822,1532,ognvhdn35j9b11cnclf6ej5gsj,0.0,116435.61
10971.277027,535.8839,12,1032770.0,0.000351,250.2833,15018,8.5038,17.0516,0,14679,0.5013,58097,ml4tnn1lkctli3fofonrj629qm,0.0,134122.8
479.70292,65.8676,9,658208.0,0.214879,72.45,4348,0.7151,16.6974,0,4339,0.9572,0,r4qbc8d0f23m1oi2jeplnl7k3q,0.003,4772.11
1894.25001,95.9951,17,780840.0,1e-06,72.6167,4358,1.0101,16.7281,0,4341,0.9396,0,qb9nte3m02m5iennt4e7mg7caf,0.0041,6970.84
470.106246,64.5471,9,202840.0,0.216503,32.95,1978,1.0605,16.7344,0,1969,0.9366,0,rdrkop6n2o5qgtbpm4o4as05mu,0.0056,2126.83
676.140212,66.455,17,581478.0,0.12354,124.2667,7457,0.7721,16.7025,0,7440,0.9538,0,qg5jilensjo45f7koo4cvrouqn,0.002,8258.14
664.538238,68.0627,16,116332.0,0.011362,38.6,2317,1.3416,16.7754,0,2301,0.92,0,s22ulplav9a7svordh7cc4olt7,0.0057,2627.22
756.224811,68.5087,14,315744.0,0.297468,79.1833,4752,0.8719,16.7124,0,4738,0.9478,0,qe370ks533bvqh8n9ra33968bn,0.0038,5424.75
11717.097069,577.7858,12,852150.0,0.000491,114.6,6877,2.4667,16.7544,0,6840,0.8528,948,r0e98rtqr6192k5b8gl4ndlmha,0.0001,66214.25
481.22769,63.8958,11,210656.0,0.218334,26.95,1618,1.3111,16.7704,0,1607,0.9218,0,scep2a1a2l1tjoc5dqlche5mqq,0.0087,1721.99
12136.478208,578.8825,10,1107580.0,0.000405,225.3333,13521,4.044,16.8134,0,13402,0.7595,14511,q7784rh4612si6454op6l8u8vq,0.0001,130441.53
11474.687258,561.3229,9,1039737.0,0.000291,174.8667,10493,9.4481,16.933,0,10327,0.442,28878,s74076j0vtua7ct0fkej7ehmt8,0.0,98156.66
11365.960135,579.5183,9,890460.0,0.000242,263.45,15808,8.1348,17.0684,0,15436,0.5234,60270,rfvugmk87jtlaiilouut5sdm32,0.0,152674.1
810.678952,69.6826,12,94856.0,0.013093,27.0167,1622,1.3733,16.7806,0,1610,0.9182,0,smjle8311adgengdcgqfh70ua0,0.0087,1882.59
477.154515,67.014,16,249197.0,0.011814,49.1167,2948,1.1892,16.752,0,2932,0.929,0,t8f9bu34vogoj5kisdk61hp83n,0.0058,3291.5
497.043575,64.9961,12,267960.0,0.02343,60.7833,3648,0.9155,16.7171,0,3636,0.9452,0,tes9ba915l9f7e3i12vdgj7bte,0.0033,3950.68
328.067794,62.7968,13,366024.0,0.162078,49.8333,2991,1.056,16.7338,0,2978,0.9369,0,sq6gghu3613fgq6t6h9bcr80ie,0.004,3129.37
310.209011,62.6775,15,521304.0,0.02148,97.95,5878,0.8135,16.7065,0,5863,0.9513,0,sd8qtd5qblkhbiq3el51h7p58q,0.0026,6139.26
12916.327185,580.0681,13,849186.0,5e-05,139.4333,8367,4.386,16.899,0,8252,0.7405,17894,t1eo5hqdtq21m7t0gulu2henl0,0.0001,80880.83
10927.464774,591.379,12,799136.0,0.000396,226.8167,13610,3.2419,16.7801,0,13517,0.8068,11162,ss0e28413uif2hd88q186t7tj8,0.0,134134.61
835.033445,68.1272,15,410228.0,0.026081,61.9333,3717,1.0231,16.7297,0,3702,0.9388,0,tr5fbeta11pirki760fvndcfmb,0.0043,4219.35
715.029234,66.0672,13,395252.0,0.053576,65.35,3922,0.9221,16.7178,0,3909,0.9448,0,uk2rt8k37hf4v8sogabdk01tua,0.0033,4317.49
1071.355317,76.4249,13,164220.0,7.7e-05,45.6167,2738,1.1488,16.7462,0,2724,0.9314,270,u89p7qigo3rvvgm0vgs06hk8sc,0.0048,3486.25
821.693752,67.0032,10,345500.0,0.046279,49.7833,2988,0.915,16.7171,0,2978,0.9453,0,v23rfeffhu8tnkj029mv5angtg,0.003,3335.64
12868.109412,611.6054,16,665210.0,8.1e-05,159.2,9553,3.5737,16.8145,0,9468,0.7875,7958,ufaj0lbcmqa0l022l9jan5n87l,0.0,97367.58
856.446403,73.0971,14,842932.0,7.6e-05,95.4167,5726,0.9084,16.7105,0,5710,0.9456,608,sjr20ddno9sftolk2ofmqoskmf,0.0021,6974.68
2012.192978,97.3187,12,845910.0,2e-06,80.0167,4802,0.9003,16.7084,0,4789,0.9461,338,tgjeh5ae9h3v4vmds3oemkq48n,0.0029,7787.12
12738.737408,588.0328,15,820182.0,0.000136,179.3333,10761,5.2007,16.9071,0,10608,0.6924,12831,v7qok0dv5ekcaoefquadgka6me,0.0,105453.88
655.324426,65.6712,15,606892.0,0.043357,84.95,5098,0.8736,16.7126,0,5083,0.9477,0,vllcsfvm4m4b6559eckqpg3mvq,0.0031,5578.76
11243.957385,605.5754,15,788840.0,0.00037,299.9333,17997,7.0034,16.8872,0,17761,0.5853,64256,vopb1c4o3o2dpsov8jinbbou5h,0.0,181632.24
